email,gender,birth_date,annual_income,spending_score,subscribed_to_newsletter,last_purchase_date,customer_type
joshuarobbins@example.net,Male,2007-01-21,73340,18,True,2024-12-27 04:28:02.417332,Standard
dawsonapril@example.net,Female,1993-06-27,29969,55,True,2024-01-19 04:28:02.417332,Standard
rachael64@example.org,Male,1993-08-21,71993,94,True,2024-10-13 04:28:02.417332,Premium
nicholasevans@example.org,Female,1984-04-27,85906,97,True,2024-05-20 04:28:02.417332,Standard
perryandre@example.net,Male,1988-01-26,58780,98,True,2023-10-06 04:28:02.417332,Budget
samantha23@example.net,Female,2004-12-25,63986,56,True,2023-11-28 04:28:02.417332,Standard
alexander24@example.net,Male,1977-02-05,70555,49,False,2024-03-10 04:28:02.417332,Standard
natashamedina@example.net,Male,1988-03-18,50867,98,False,2023-09-23 04:28:02.417332,Budget
adamowens@example.net,Other,1988-07-14,57734,60,True,2025-01-20 04:28:02.417332,Standard
williamsstacy@example.com,Male,1990-11-18,35287,53,True,2023-10-18 04:28:02.417332,Budget
imartinez@example.com,Female,1997-04-25,57079,71,False,2024-08-06 04:28:02.417332,Standard
campbellbryan@example.org,Male,1988-08-12,62471,6,True,2023-04-22 04:28:02.417332,Budget
mcgeerandy@example.net,Female,1985-03-17,62742,70,False,2023-09-03 04:28:02.417332,Budget
kristy36@example.org,Male,2007-05-09,70981,86,False,2023-05-03 04:28:02.417332,Standard
mclark@example.org,Other,1996-12-09,43377,8,False,2025-01-03 04:28:02.417332,Standard
roy49@example.org,Male,1994-01-01,47010,15,True,2023-04-20 04:28:02.417332,Budget
peggydunn@example.com,Male,1986-12-23,83432,26,False,2023-10-15 04:28:02.417332,Budget
tammy04@example.com,Male,1976-09-20,52745,39,False,2023-06-30 04:28:02.417332,Budget
patrick14@example.net,Male,2000-05-21,58000,3,False,2024-10-30 04:28:02.417332,Standard
alanduke@example.com,Female,1996-09-26,53994,57,True,2023-08-21 04:28:02.417332,Budget
darlene19@example.com,Male,1996-12-02,42674,10,False,2024-09-24 04:28:02.417332,Standard
davidcabrera@example.net,Female,2000-08-21,79352,3,True,2024-02-12 04:28:02.417332,Standard
wrightnicole@example.org,Male,1995-01-31,47084,94,True,2024-10-30 04:28:02.417332,Standard
angelica40@example.net,Male,1981-09-10,38090,46,True,2023-07-17 04:28:02.417332,Budget
hbutler@example.org,Female,2003-02-22,48238,22,False,2024-04-28 04:28:02.417332,Standard
rross@example.net,Female,1985-04-15,24974,67,False,2023-07-13 04:28:02.417332,Budget
marchunter@example.com,Male,2007-06-30,45230,65,False,2023-11-02 04:28:02.417332,Budget
briggsrodney@example.org,Male,1997-09-19,40478,97,True,2025-02-26 04:28:02.417332,Standard
aboyle@example.org,Male,1994-09-09,64261,19,True,2023-06-01 04:28:02.417332,Budget
dgomez@example.com,Female,1970-06-09,44898,100,False,2023-04-11 04:28:02.417332,Budget
edward52@example.com,Female,1993-12-10,68317,62,True,2023-10-24 04:28:02.417332,Budget
starkkristen@example.net,Male,2007-01-04,75977,98,False,2023-10-13 04:28:02.417332,Standard
wgriffin@example.com,Female,2007-03-31,66717,57,True,2024-08-27 04:28:02.417332,Standard
debradunlap@example.org,Female,1990-05-19,51769,95,False,2024-07-22 04:28:02.417332,Standard
kcastillo@example.com,Female,1983-05-25,57116,88,False,2024-09-11 04:28:02.417332,Standard
oclark@example.org,Female,1985-11-06,32125,76,True,2024-12-22 04:28:02.417332,Standard
laceygarcia@example.org,Male,1988-02-22,52993,13,True,2024-04-06 04:28:02.417332,Standard
trevorfranklin@example.org,Male,1977-03-11,42093,16,True,2023-04-22 04:28:02.417332,Budget
brianleon@example.org,Male,1997-01-05,65414,16,False,2024-10-06 04:28:02.417332,Standard
jonathan68@example.com,Male,1979-12-24,93591,52,False,2024-06-30 04:28:02.417332,Standard
uschneider@example.net,Female,2007-08-07,62497,84,False,2024-05-25 04:28:02.417332,Standard
clarklinda@example.com,Other,2001-09-17,25132,41,True,2023-06-30 04:28:02.417332,Budget
jacquelinetorres@example.com,Male,2007-04-07,49581,48,False,2024-02-17 04:28:02.417332,Standard
qgarner@example.com,Male,1994-05-02,56837,91,False,2024-06-18 04:28:02.417332,Standard
elizabeth11@example.net,Male,1991-01-25,56310,39,True,2023-06-19 04:28:02.417332,Budget
ksanford@example.net,Other,1989-09-01,44037,13,False,2023-10-25 04:28:02.417332,Budget
ygonzalez@example.org,Male,1989-12-16,58679,4,True,2024-02-26 04:28:02.417332,Standard
carl29@example.net,Female,2002-01-16,36362,96,True,2024-08-28 04:28:02.417332,Standard
thomas79@example.net,Male,1993-07-20,40826,98,True,2023-05-05 04:28:02.417332,Budget
kevin51@example.net,Male,2007-05-03,64686,43,True,2023-12-19 04:28:02.417332,Standard
lauren52@example.com,Other,1973-10-30,39765,81,False,2025-03-06 04:28:02.417332,Standard
mariabaker@example.org,Other,1994-05-02,63073,88,True,2023-04-03 04:28:02.417332,Budget
bward@example.org,Male,1996-07-23,34458,93,False,2024-02-05 04:28:02.417332,Standard
byrdteresa@example.com,Other,1971-08-19,81472,46,True,2025-03-19 04:28:02.417332,Standard
christopher57@example.org,Female,2005-03-12,43385,92,True,2023-11-18 04:28:02.417332,Standard
cwilliams@example.net,Female,2004-03-03,51645,47,False,2023-06-18 04:28:02.417332,Budget
gonzalezapril@example.net,Male,2004-09-25,59959,86,False,2024-05-12 04:28:02.417332,Standard
bonnie66@example.net,Female,1991-06-24,46519,92,True,2024-05-13 04:28:02.417332,Standard
charlesbates@example.net,Male,1984-11-25,57151,53,False,2023-09-13 04:28:02.417332,Budget
luke73@example.com,Female,1982-02-07,63630,25,False,2023-04-30 04:28:02.417332,Budget
brianhart@example.com,Male,1959-12-13,69409,41,True,2024-06-21 04:28:02.417332,Standard
amyrodriguez@example.net,Male,2007-06-23,66872,3,True,2025-01-03 04:28:02.417332,Standard
warrenpatricia@example.net,Male,1983-01-08,52422,77,True,2025-02-16 04:28:02.417332,Standard
cray@example.org,Female,1996-11-15,52800,95,False,2023-06-28 04:28:02.417332,Budget
bcole@example.com,Male,1997-11-02,90236,13,True,2023-11-21 04:28:02.417332,Standard
andrew13@example.net,Female,1998-09-03,69248,18,True,2023-11-21 04:28:02.417332,Standard
leslieanderson@example.com,Other,2001-06-19,41172,37,True,2023-09-02 04:28:02.417332,Budget
robinarias@example.org,Male,1970-01-17,56499,43,True,2023-06-12 04:28:02.417332,Budget
bcoffey@example.org,Female,1980-07-29,49972,34,False,2024-11-08 04:28:02.417332,Standard
tbrown@example.org,Male,1989-10-27,52969,81,False,2023-11-01 04:28:02.417332,Budget
karenkelley@example.org,Female,1974-04-14,36557,55,True,2025-01-10 04:28:02.417332,Standard
eric44@example.org,Male,2007-01-09,48821,52,True,2023-07-07 04:28:02.417332,Budget
chill@example.org,Female,2006-05-05,82173,85,True,2024-10-17 04:28:02.417332,Premium
lopezpeter@example.com,Female,2007-07-28,63686,36,False,2024-12-18 04:28:02.417332,Standard
nicole80@example.org,Other,1998-10-23,20000,54,False,2023-12-01 04:28:02.417332,Standard
jamescole@example.net,Female,1989-03-25,73250,59,True,2024-05-27 04:28:02.417332,Standard
wlopez@example.net,Male,1988-12-17,71344,52,True,2025-01-10 04:28:02.417332,Standard
sharon83@example.net,Female,1989-09-06,49610,19,True,2024-12-29 04:28:02.417332,Standard
ypatel@example.com,Female,2007-06-18,65758,12,False,2024-05-16 04:28:02.417332,Standard
andrew92@example.com,Female,1981-07-23,42109,92,True,2024-04-24 04:28:02.417332,Standard
bridget25@example.org,Male,1988-01-23,47946,11,True,2024-04-06 04:28:02.417332,Standard
powellbilly@example.org,Other,1982-04-18,77478,48,True,2025-01-26 04:28:02.417332,Standard
pjones@example.org,Female,2007-09-19,50924,92,True,2023-07-18 04:28:02.417332,Budget
kjackson@example.com,Female,1987-08-19,26954,99,False,2024-01-29 04:28:02.417332,Standard
dillonhernandez@example.org,Male,2005-06-19,54050,79,True,2024-02-26 04:28:02.417332,Standard
cphelps@example.com,Female,1995-03-11,53821,16,True,2024-10-13 04:28:02.417332,Standard
hboyd@example.com,Male,1984-03-21,72975,71,False,2023-09-02 04:28:02.417332,Standard
emoore@example.com,Female,1989-01-04,55215,47,True,2025-01-24 04:28:02.417332,Standard
ericparker@example.org,Male,2001-03-01,48676,67,True,2023-11-27 04:28:02.417332,Standard
ggregory@example.org,Female,1990-08-28,70675,31,True,2025-02-27 04:28:02.417332,Standard
cassie32@example.org,Other,2007-01-18,56811,76,False,2025-04-01 04:28:02.417332,Standard
henryjulie@example.org,Male,1977-03-22,43749,8,True,2024-11-02 04:28:02.417332,Standard
sallybrooks@example.org,Other,1992-11-05,72324,89,False,2024-07-18 04:28:02.417332,Premium
mercedes28@example.com,Male,1977-07-04,57904,61,True,2023-07-14 04:28:02.417332,Budget
jacksonlori@example.com,Female,1997-05-10,55043,44,True,2023-08-23 04:28:02.417332,Budget
dale44@example.com,Female,1997-06-23,57668,50,False,2025-03-14 04:28:02.417332,Standard
kaitlinsanders@example.com,Female,2000-03-16,38939,35,False,2025-02-26 04:28:02.417332,Standard
powellwilliam@example.com,Female,1980-07-07,47085,76,True,2024-03-27 04:28:02.417332,Standard
balexander@example.org,Female,1999-04-12,55053,61,False,2023-11-28 04:28:02.417332,Standard
umoore@example.com,Male,1983-08-06,52080,85,True,2024-08-04 04:28:02.417332,Standard
angela60@example.org,Male,1995-08-27,74086,90,False,2025-03-26 04:28:02.417332,Standard
martinezpamela@example.org,Female,2007-02-22,58261,55,True,2023-10-01 04:28:02.417332,Budget
ortiznicole@example.org,Female,1997-07-31,67823,66,True,2024-03-27 04:28:02.417332,Standard
ysanchez@example.com,Female,2005-01-22,55140,14,True,2023-06-07 04:28:02.417332,Budget
joelmoore@example.com,Female,1989-12-14,70844,4,True,2024-07-26 04:28:02.417332,Standard
ftucker@example.net,Male,2005-07-27,60962,17,True,2024-12-08 04:28:02.417332,Standard
wandaking@example.org,Female,1979-04-23,55201,69,True,2023-09-27 04:28:02.417332,Budget
mccoysophia@example.org,Male,1992-06-28,54800,24,False,2024-04-30 04:28:02.417332,Standard
jenniferwilliams@example.org,Female,1993-05-20,40683,49,True,2023-09-06 04:28:02.417332,Budget
katiegalvan@example.net,Male,1983-03-18,62603,55,True,2023-05-22 04:28:02.417332,Budget
maddenangela@example.net,Male,1978-11-25,54396,71,False,2024-11-11 04:28:02.417332,Standard
andrewcarpenter@example.com,Male,1990-12-05,47470,23,True,2023-12-04 04:28:02.417332,Standard
sarajohnson@example.org,Male,2000-07-24,71596,81,True,2024-01-20 04:28:02.417332,Standard
mikegarza@example.org,Female,2007-08-05,36246,12,True,2025-01-04 04:28:02.417332,Standard
wruiz@example.org,Male,1998-11-04,48662,11,True,2023-12-26 04:28:02.417332,Standard
keith57@example.com,Male,1998-05-03,70415,75,False,2025-02-13 04:28:02.417332,Standard
turnerkatie@example.net,Male,1989-06-06,59732,98,True,2023-12-08 04:28:02.417332,Standard
taylorhernandez@example.org,Male,1995-09-23,54282,29,True,2023-10-26 04:28:02.417332,Budget
nathaniel99@example.net,Male,1982-01-19,58765,62,True,2024-09-03 04:28:02.417332,Standard
llane@example.org,Male,1998-09-09,57691,53,True,2024-08-01 04:28:02.417332,Standard
fcastro@example.com,Female,1991-02-05,32250,48,True,2024-08-06 04:28:02.417332,Standard
ymurphy@example.com,Female,1976-08-22,49761,100,False,2024-09-17 04:28:02.417332,Standard
markguzman@example.com,Female,1986-04-05,79247,91,False,2024-08-10 04:28:02.417332,Premium
washingtondesiree@example.com,Male,1991-08-12,45110,86,False,2024-09-27 04:28:02.417332,Standard
rodrigueznicole@example.org,Male,1998-01-20,50225,66,True,2023-04-20 04:28:02.417332,Budget
cunninghamdanielle@example.org,Female,1998-05-04,46875,100,True,2023-07-27 04:28:02.417332,Budget
mvargas@example.net,Female,2001-09-01,53694,48,False,2024-06-16 04:28:02.417332,Standard
victoriapayne@example.net,Male,1997-09-10,46253,94,True,2024-08-24 04:28:02.417332,Standard
thomashoward@example.org,Male,1981-02-02,62301,59,False,2023-11-22 04:28:02.417332,Standard
april20@example.com,Male,1993-07-13,57959,71,False,2023-11-23 04:28:02.417332,Standard
simpsonvincent@example.org,Male,2007-04-27,66603,57,False,2024-06-04 04:28:02.417332,Standard
mhenson@example.net,Male,1969-03-27,39235,76,True,2024-09-27 04:28:02.417332,Standard
turnerbrian@example.net,Female,1987-06-25,49894,3,True,2024-01-08 04:28:02.417332,Standard
lewiseric@example.com,Female,2007-01-02,51614,81,False,2024-02-15 04:28:02.417332,Standard
nancygonzales@example.net,Female,1995-12-22,61834,32,False,2023-07-31 04:28:02.417332,Budget
cholloway@example.org,Female,1989-01-23,43101,8,True,2024-07-31 04:28:02.417332,Standard
landerson@example.org,Female,1970-03-07,68734,87,False,2024-05-24 04:28:02.417332,Standard
jamestaylor@example.com,Female,2004-09-19,72796,30,True,2023-11-23 04:28:02.417332,Standard
michelledawson@example.net,Other,1979-09-20,40166,15,True,2025-03-11 04:28:02.417332,Standard
browncassie@example.com,Male,1973-11-12,47636,74,False,2025-01-24 04:28:02.417332,Standard
kelly65@example.com,Male,1998-08-08,47021,55,True,2024-03-06 04:28:02.417332,Standard
pricesara@example.org,Male,1993-10-12,94485,38,True,2024-05-21 04:28:02.417332,Standard
jimenezsherry@example.net,Female,2003-07-15,48551,15,True,2025-01-27 04:28:02.417332,Standard
jjones@example.com,Female,1993-06-11,80164,30,True,2023-04-04 04:28:02.417332,Budget
qfreeman@example.com,Male,1991-06-17,36000,46,True,2023-10-09 04:28:02.417332,Budget
qtran@example.com,Other,1982-12-19,40155,64,True,2023-04-28 04:28:02.417332,Budget
pattonandrea@example.net,Male,1977-01-08,44700,26,True,2023-09-12 04:28:02.417332,Budget
youngmichelle@example.com,Other,1999-01-22,42314,78,False,2024-09-02 04:28:02.417332,Standard
andreadurham@example.net,Male,2006-11-09,50981,67,False,2024-09-14 04:28:02.417332,Standard
andrethompson@example.net,Male,1991-01-16,44368,36,True,2024-10-06 04:28:02.417332,Standard
uwilcox@example.net,Male,1987-02-16,42709,90,True,2024-02-04 04:28:02.417332,Standard
ernestwalker@example.org,Male,1988-08-18,72377,78,True,2023-06-07 04:28:02.417332,Standard
christopher68@example.com,Male,1994-04-24,73356,31,False,2023-12-27 04:28:02.417332,Standard
sharonlynch@example.com,Male,1989-02-19,69239,78,False,2025-02-17 04:28:02.417332,Standard
psmith@example.net,Female,1972-03-05,62859,40,False,2024-01-27 04:28:02.417332,Standard
sydneyjohnson@example.org,Female,1986-01-11,56391,74,True,2024-10-16 04:28:02.417332,Standard
krodriguez@example.com,Male,1995-07-15,47544,73,False,2024-06-19 04:28:02.417332,
wendy56@example.org,Female,1997-02-18,40702,46,True,2023-04-24 04:28:02.417332,Budget
austin71@example.com,Female,1992-12-14,60444,42,False,2024-04-30 04:28:02.417332,Standard
morancarol@example.com,Male,1971-03-05,37395,18,True,2023-08-25 04:28:02.417332,Standard
robertkrueger@example.net,Male,1993-05-06,40091,100,True,2024-10-13 04:28:02.417332,Standard
ashleysmith@example.com,Male,1991-08-15,72293,36,False,2024-10-01 04:28:02.417332,Standard
paulkane@example.com,Male,1996-06-09,83509,76,False,2025-03-17 04:28:02.417332,Premium
jordanchen@example.net,Female,1977-03-27,60899,50,True,2023-11-23 04:28:02.417332,Standard
samantha98@example.com,Male,1967-01-14,71596,61,True,2023-08-31 04:28:02.417332,Budget
ballbobby@example.com,Female,1985-03-25,51312,40,True,2023-09-26 04:28:02.417332,Budget
lromero@example.net,Female,1990-06-02,34934,3,True,2024-12-13 04:28:02.417332,Standard
robleselizabeth@example.com,Male,1990-07-08,64182,82,True,2023-09-27 04:28:02.417332,Budget
rmosley@example.com,Female,2007-09-25,63539,7,False,2024-05-31 04:28:02.417332,Standard
christina68@example.net,Male,1982-02-25,56075,31,True,2025-03-27 04:28:02.417332,Standard
lindasharp@example.net,Other,1989-08-23,51364,65,False,2023-05-10 04:28:02.417332,Budget
qwilliams@example.org,Male,1985-05-28,69433,95,False,2024-07-03 04:28:02.417332,Standard
jenniferwashington@example.org,Female,1999-09-20,40214,64,False,2024-04-06 04:28:02.417332,Standard
sallynelson@example.org,Female,1995-03-06,43393,77,False,2024-09-29 04:28:02.417332,Standard
ltorres@example.net,Male,1995-06-17,39878,93,False,2023-06-16 04:28:02.417332,Budget
james31@example.net,Female,1977-11-02,56274,3,True,2024-12-23 04:28:02.417332,Standard
saracollins@example.net,Other,1995-05-03,38681,93,True,2025-01-02 04:28:02.417332,
robert12@example.org,Female,1965-11-30,44736,35,True,2024-07-30 04:28:02.417332,Standard
walexander@example.com,Female,1984-10-14,44413,15,True,2024-08-06 04:28:02.417332,Standard
jensencharles@example.com,Female,2005-12-12,51090,21,True,2023-04-09 04:28:02.417332,Budget
masonjerry@example.net,Male,1992-03-23,32689,62,False,2025-01-11 04:28:02.417332,Standard
bwilliams@example.net,Male,1998-08-09,56308,83,True,2024-12-08 04:28:02.417332,Standard
derekkoch@example.com,Female,2007-07-18,73709,28,True,2024-06-30 04:28:02.417332,Standard
clarkekevin@example.com,Male,1971-02-13,57032,4,False,2025-01-12 04:28:02.417332,Standard
mariahardy@example.com,Female,1982-07-03,78119,13,True,2023-09-12 04:28:02.417332,Budget
gina32@example.net,Other,1984-10-03,75009,79,True,2024-10-05 04:28:02.417332,Premium
bentleyjulie@example.com,Male,1989-01-02,66666,51,False,2024-05-28 04:28:02.417332,Standard
oliviawalls@example.org,Male,2006-11-20,56120,48,False,2023-09-19 04:28:02.417332,Budget
umorgan@example.com,Female,1996-03-08,55337,39,True,2023-11-10 04:28:02.417332,Budget
hnash@example.net,Male,1980-01-11,66456,96,False,2024-07-16 04:28:02.417332,Standard
kimschultz@example.net,Female,2003-07-13,49124,67,True,2024-06-14 04:28:02.417332,Standard
karenanderson@example.org,Male,2007-06-14,26762,94,True,2024-06-15 04:28:02.417332,Standard
heatherquinn@example.net,Female,1993-03-23,62380,58,True,2023-10-08 04:28:02.417332,Budget
katherine97@example.net,Male,1991-10-13,38033,84,False,2025-01-29 04:28:02.417332,Standard
zdunn@example.net,Female,1989-09-10,40567,2,True,2023-08-17 04:28:02.417332,Budget
kevin25@example.org,Male,1982-05-22,55003,25,False,2024-02-22 04:28:02.417332,Standard
johnsonnicholas@example.org,Female,1983-04-20,53573,11,True,2023-12-09 04:28:02.417332,Standard
csingleton@example.com,Male,1987-09-19,33818,1,False,2024-05-12 04:28:02.417332,Budget
tyleranthony@example.com,Female,1976-06-16,57482,48,False,2024-03-17 04:28:02.417332,Standard
acostataylor@example.org,Female,2007-08-11,69492,48,True,2023-05-22 04:28:02.417332,Budget
hogandylan@example.com,Male,1984-02-25,38074,10,True,2024-05-27 04:28:02.417332,Budget
lucascraig@example.org,Male,1983-06-23,74087,81,False,2024-04-24 04:28:02.417332,Premium
josephjackson@example.net,Male,2005-02-15,31597,30,True,2023-06-02 04:28:02.417332,Budget
wcox@example.net,Female,2006-11-18,86759,35,True,2023-12-14 04:28:02.417332,Standard
andrewdillon@example.net,Female,1998-12-02,48831,19,True,2025-02-05 04:28:02.417332,Standard
hmorgan@example.com,Female,1998-02-19,57184,53,True,2024-02-02 04:28:02.417332,Standard
farmstrong@example.org,Male,1980-12-15,26619,34,True,2024-11-11 04:28:02.417332,Budget
abigail25@example.org,Male,1998-07-11,54067,32,True,2023-06-11 04:28:02.417332,Budget
fryjohnathan@example.com,Female,2001-01-04,58427,76,False,2024-03-22 04:28:02.417332,Standard
julia04@example.org,Male,1998-02-20,53707,81,True,2024-08-19 04:28:02.417332,Standard
joshuamurphy@example.org,Other,1976-11-05,46553,6,True,2023-12-15 04:28:02.417332,Standard
xjones@example.com,Male,1989-12-02,40801,13,False,2025-03-08 04:28:02.417332,Standard
qadams@example.com,Female,1992-11-25,71957,86,False,2023-05-13 04:28:02.417332,Standard
thomaswang@example.org,Male,1992-07-28,55462,75,True,2024-04-02 04:28:02.417332,
davidantonio@example.org,Male,1975-02-26,78111,64,True,2024-12-28 04:28:02.417332,Standard
meaganpalmer@example.net,Female,1999-06-15,47102,7,True,2023-11-11 04:28:02.417332,Budget
benjamin42@example.com,Female,1974-12-23,48478,45,True,2023-09-15 04:28:02.417332,Budget
christopher28@example.net,Other,1987-12-08,67233,45,False,2023-08-29 04:28:02.417332,Budget
prodriguez@example.net,Male,1991-12-21,30655,85,False,2024-10-08 04:28:02.417332,Standard
lalvarez@example.net,Male,1960-07-02,36798,65,False,2023-06-28 04:28:02.417332,Budget
laura08@example.com,Female,2002-12-18,71462,94,False,2024-02-19 04:28:02.417332,Standard
ryanrussell@example.com,Female,1995-09-28,37420,19,True,2023-11-29 04:28:02.417332,Standard
crystalnelson@example.org,Male,2005-04-22,27714,47,False,2023-12-30 04:28:02.417332,Standard
lwilliams@example.org,Male,1979-08-12,83027,46,False,2024-02-14 04:28:02.417332,Standard
donaldmoon@example.com,Male,1969-12-05,34092,29,True,2024-04-29 04:28:02.417332,Budget
alvarezteresa@example.org,Female,1970-06-29,57761,99,True,2024-05-06 04:28:02.417332,Standard
paulahicks@example.net,Male,1976-06-22,56036,84,True,2024-09-01 04:28:02.417332,Standard
timothyjohnson@example.net,Male,1993-07-10,20000,100,True,2023-04-10 04:28:02.417332,Budget
ryan79@example.com,Male,1995-01-12,50990,61,False,2024-04-22 04:28:02.417332,Standard
skinnerlarry@example.net,Male,2007-02-16,61726,65,False,2023-09-04 04:28:02.417332,Budget
laurafernandez@example.org,Male,1965-11-21,60314,23,False,2023-10-03 04:28:02.417332,Budget
jensencharles@example.com,Female,1985-07-30,68552,95,False,2023-10-26 04:28:02.417332,Budget
wilsonkelli@example.net,Male,1996-06-09,49187,51,False,2024-04-21 04:28:02.417332,Standard
matthew34@example.org,Female,1974-10-26,65687,63,True,2024-07-28 04:28:02.417332,Standard
cherryrichard@example.org,Male,2001-12-03,44660,99,True,2023-07-18 04:28:02.417332,Budget
lrivera@example.com,Female,1986-06-28,33842,22,False,2024-05-12 04:28:02.417332,Standard
wardruth@example.org,Female,1993-03-19,35534,71,False,2023-12-22 04:28:02.417332,Standard
hortonkenneth@example.net,Female,1983-09-17,33068,33,False,2025-01-01 04:28:02.417332,Standard
elizabethcooke@example.com,Female,1991-07-10,70143,100,True,2024-06-12 04:28:02.417332,Premium
imalone@example.com,Male,2007-07-03,32281,44,False,2023-10-09 04:28:02.417332,Budget
mccoychristina@example.org,Male,1990-01-17,59110,7,False,2023-10-26 04:28:02.417332,Budget
robert47@example.org,Female,1977-12-30,51011,91,True,2023-06-13 04:28:02.417332,Budget
hillnicholas@example.org,Other,1991-04-20,53460,2,False,2023-06-23 04:28:02.417332,Budget
smiththomas@example.com,Female,1980-12-05,75454,17,True,2023-06-03 04:28:02.417332,Budget
julieneal@example.com,Female,2003-02-26,48423,65,True,2024-07-17 04:28:02.417332,Standard
hflores@example.org,Female,1991-09-14,64174,58,False,2025-01-05 04:28:02.417332,Standard
nramirez@example.org,Male,1998-03-18,55563,30,True,2024-10-26 04:28:02.417332,Standard
robertsmindy@example.net,Male,1982-06-08,52719,86,True,2023-11-25 04:28:02.417332,Standard
ogarcia@example.org,Female,1990-05-19,89499,92,False,2024-09-28 04:28:02.417332,Premium
kristina38@example.com,Other,1982-08-19,33379,97,False,2024-04-23 04:28:02.417332,Standard
michelle96@example.com,Male,1977-08-02,74336,26,True,2023-11-03 04:28:02.417332,Budget
williamsrobert@example.com,Female,1982-01-23,64846,35,False,2023-09-11 04:28:02.417332,Budget
coreymitchell@example.org,Male,1987-04-06,47807,63,True,2023-11-10 04:28:02.417332,Budget
jacksonroberto@example.org,Female,2002-03-12,79439,75,False,2023-10-10 04:28:02.417332,Standard
emily96@example.com,Male,1990-12-19,27278,71,False,2025-03-17 04:28:02.417332,Standard
morganstephanie@example.com,Male,1996-12-06,47173,28,True,2023-10-25 04:28:02.417332,Budget
daniel06@example.net,Female,1995-08-29,36872,25,True,2024-09-14 04:28:02.417332,Standard
renee41@example.com,Male,1994-10-24,61181,61,True,2024-09-30 04:28:02.417332,Standard
kathyjames@example.org,Female,2002-07-31,38304,31,True,2024-05-28 04:28:02.417332,Standard
hutchinsonmichael@example.net,Female,2007-09-21,61495,54,False,2023-11-11 04:28:02.417332,Budget
amy50@example.net,Other,1999-03-26,52203,67,True,2024-06-25 04:28:02.417332,Standard
johnsonmolly@example.net,Male,1987-11-27,47809,97,True,2024-10-26 04:28:02.417332,Standard
kanderson@example.com,Male,2006-12-20,60829,51,False,2024-04-07 04:28:02.417332,Standard
jasminewilliams@example.org,Male,1990-05-28,50970,58,True,2024-07-17 04:28:02.417332,Standard
williamstamara@example.com,Other,1968-04-01,38670,34,True,2024-10-27 04:28:02.417332,Standard
hannah29@example.net,Other,1977-11-23,97020,59,True,2024-02-02 04:28:02.417332,Standard
vthomas@example.org,Female,1971-07-27,47692,21,False,2023-08-05 04:28:02.417332,Budget
mark32@example.com,Female,1986-02-01,21735,56,False,2025-03-12 04:28:02.417332,Standard
greendanielle@example.net,Female,1976-02-22,42368,37,False,2023-07-03 04:28:02.417332,Budget
michaelrollins@example.com,Female,1999-04-09,35990,64,True,2024-04-20 04:28:02.417332,Standard
mendeznathan@example.net,Male,1998-04-12,67392,19,True,2024-04-17 04:28:02.417332,Standard
danielle53@example.net,Female,2007-09-05,59824,85,True,2024-03-13 04:28:02.417332,Standard
greendavid@example.net,Male,1976-04-28,60980,78,True,2024-01-20 04:28:02.417332,Standard
stanleyfitzgerald@example.com,Female,1971-11-21,49449,74,True,2024-01-02 04:28:02.417332,Standard
brianlane@example.com,Female,1997-02-22,50809,53,True,2023-07-18 04:28:02.417332,Budget
victor80@example.org,Female,1994-05-24,49436,71,True,2023-10-04 04:28:02.417332,Budget
sean97@example.com,Male,2000-04-01,53782,93,False,2025-01-12 04:28:02.417332,Standard
mortonstephen@example.net,Male,1986-08-15,67530,63,True,2024-01-06 04:28:02.417332,Standard
bturner@example.org,Male,1977-10-09,60041,62,True,2023-08-16 04:28:02.417332,Budget
tamara72@example.com,Male,2006-11-19,62501,72,False,2023-10-09 04:28:02.417332,Budget
sarahtaylor@example.org,Male,1986-09-22,62493,77,True,2023-11-30 04:28:02.417332,Standard
abailey@example.com,Other,1994-08-09,68266,19,True,2023-06-29 04:28:02.417332,Budget
ukelly@example.net,Female,1989-07-12,59322,75,False,2023-10-27 04:28:02.417332,Budget
ewilcox@example.com,Male,1985-02-28,60382,2,False,2024-03-06 04:28:02.417332,Standard
hannahmiller@example.net,Male,1993-01-08,72832,6,True,2023-09-06 04:28:02.417332,Budget
adamsjuan@example.com,Male,1992-08-10,45024,29,False,2024-04-08 04:28:02.417332,Standard
jpeters@example.org,Female,1993-03-29,42163,41,True,2025-02-28 04:28:02.417332,Standard
taylorzachary@example.net,Female,1979-08-22,37211,51,False,2024-11-17 04:28:02.417332,Standard
caleb06@example.org,Other,1985-03-10,57743,5,False,2023-08-11 04:28:02.417332,Budget
tracy00@example.org,Male,1988-02-21,27194,41,True,2024-02-17 04:28:02.417332,Standard
jennifer07@example.net,Other,2006-05-03,61932,62,False,2023-10-21 04:28:02.417332,Budget
patrick75@example.net,Female,1995-01-07,53362,30,False,2025-01-01 04:28:02.417332,Standard
ysimmons@example.net,Male,1980-08-25,72019,62,True,2024-02-14 04:28:02.417332,Standard
newmanlinda@example.com,Other,1989-12-06,44921,100,False,2024-06-07 04:28:02.417332,Standard
bryantmike@example.com,Male,1983-06-14,51950,27,True,2023-12-02 04:28:02.417332,Standard
jameshaynes@example.org,Female,1969-04-20,71833,50,True,2025-01-19 04:28:02.417332,Standard
michelle22@example.org,Male,1978-08-04,75747,82,False,2023-04-15 04:28:02.417332,Standard
pamelaknapp@example.org,Female,1989-01-30,44797,52,True,2024-07-15 04:28:02.417332,Standard
